Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-06-21T19:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:00:00-06:00 Denver,"","","","","","","","","","","","","",76.62550676000001kW,"","","","","","","","","","","","","","",19kWh,""
2021-06-21T20:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:15:00-06:00 Denver,"","","","","","","","","","","","","",63.31151565999998kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:30:00-06:00 Denver,"","","","","","","","","","","","","",67.25577091999999kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:45:00-06:00 Denver,"","","","","","","","","","","","","",69.80177348kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T20:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:00:00-06:00 Denver,"","","","","","","","","","","","","",64.87492822kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-21T21:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:15:00-06:00 Denver,"","","","","","","","","","","","","",62.525486619999995kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:20:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:30:00-06:00 Denver,"","","","","","","","","","","","","",66.18300317999999kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:35:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:45:00-06:00 Denver,"","","","","","","","","","","","","",63.29265941999999kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:50:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-21T21:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:00:00-06:00 Denver,"","","","","","","","","","","","","",64.05869638kW,"","","","","","","","","","","","","","",21kWh,""
2021-06-21T22:05:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:15:00-06:00 Denver,"","","","","","","","","","","","","",70.55175555999999kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:30:00-06:00 Denver,"","","","","","","","","","","","","",71.61713222kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:45:00-06:00 Denver,"","","","","","","","","","","","","",75.19486342kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T22:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:00:00-06:00 Denver,"","","","","","","","","","","","","",69.42355918kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-21T23:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:15:00-06:00 Denver,"","","","","","","","","","","","","",60.84662227999999kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:30:00-06:00 Denver,"","","","","","","","","","","","","",60.20134398kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:45:00-06:00 Denver,"","","","","","","","","","","","","",71.6544035kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-21T23:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:00:00-06:00 Denver,"","",NaN,"","","",NaN,"","","",NaN,"",NaN,70.69948308kW,"","",NaN,NaN,"","",NaN,NaN,NaN,"","",NaN,"",NaN,20kWh,""
2021-06-22T00:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:15:00-06:00 Denver,"","","","","","","","","","","","","",72.01542708000001kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:30:00-06:00 Denver,"","","","","","","","","","","","","",73.10900438kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:45:00-06:00 Denver,"","","","","","","","","","","","","",61.62172661999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T00:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:00:00-06:00 Denver,"","","","","","","","","","","","","",72.84982467999998kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T01:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:15:00-06:00 Denver,"","","","","","","","","","","","","",66.28651998kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:30:00-06:00 Denver,"","","","","","","","","","","","","",78.27120984kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:45:00-06:00 Denver,"","","","","","","","","","","","","",60.53849267999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T01:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:00:00-06:00 Denver,"","","","","","","","","","","","","",70.82902895999999kW,"","","","","","","","","","","","","","",21kWh,""
2021-06-22T02:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:15:00-06:00 Denver,"","","","","","","","","","","","","",68.09035492kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:30:00-06:00 Denver,"","","","","","","","","","","","","",62.93782263999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:45:00-06:00 Denver,"","","","","","","","","","","","","",67.30885315999998kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T02:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:00:00-06:00 Denver,"","","","","","","","","","","","","",69.51296083999999kW,"","","","","","","","","","","","","","",20kWh,""
2021-06-22T03:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:15:00-06:00 Denver,"","","","","","","","","","","","","",72.34086494kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:30:00-06:00 Denver,"","","","","","","","","","","","","",66.95642493999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:45:00-06:00 Denver,"","","","","","","","","","","","","",69.16053262kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T03:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:00:00-06:00 Denver,"","","","","","","","","","","","","",71.49167463999999kW,"","","","","","","","","","","","","","",30kWh,""
2021-06-22T04:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:15:00-06:00 Denver,"","","","","","","","","","","","","",66.95642493999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:30:00-06:00 Denver,"","","","","","","","","","","","","",67.70116478kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:45:00-06:00 Denver,"","","","","","","","","","","","","",67.35846776kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T04:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:00:00-06:00 Denver,"","","","","","","","","","","","","",68.80595555999999kW,"","","","","","","","","","","","","","",33kWh,""
2021-06-22T05:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:15:00-06:00 Denver,"","","","","","","","","","","","","",69.52058355999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:30:00-06:00 Denver,"","","","","","","","","","","","","",74.54896422kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:45:00-06:00 Denver,"","","","","","","","","","","","","",66.22571398kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T05:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:00:00-06:00 Denver,"","","","","","","","","","","","","",67.71519366kW,"","","","","","","","","","","","","","",47kWh,""
2021-06-22T06:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:15:00-06:00 Denver,"","","","","","","","","","","","","",67.71519366kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:30:00-06:00 Denver,"","","","","","","","","","","","","",70.57370565999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:45:00-06:00 Denver,"","","","","","","","","","","","","",70.91972772kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T06:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:00:00-06:00 Denver,"","","","","","","","","","","","","",65.84707076kW,"","","","","","","","","","","","","","",38kWh,""
2021-06-22T07:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:15:00-06:00 Denver,"","","","","","","","","","","","","",66.60184788kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:30:00-06:00 Denver,"","","","","","","","","","","","","",67.34658771999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:45:00-06:00 Denver,"","","","","","","","","","","","","",71.63099032kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T07:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:00:00-06:00 Denver,"","","","","","","","","","","","","",69.00216293999999kW,"","","","","","","","","","","","","","",47kWh,""
2021-06-22T08:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:15:00-06:00 Denver,"","","","","","","","","","","","","",70.42454525999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:30:00-06:00 Denver,"","","","","","","","","","","","","",70.79566052kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:45:00-06:00 Denver,"","","","","","","","","","","","","",77.24789173999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T08:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:00:00-06:00 Denver,"","","","","","","","","","","","","",65.92293267999999kW,"","","","","","","","","","","","","","",53kWh,""
2021-06-22T09:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:15:00-06:00 Denver,"","","","","","","","","","","","","",59.62446446kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:30:00-06:00 Denver,"","","","","","","","","","","","","",63.683507039999995kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:45:00-06:00 Denver,"","","","","","","","","","","","","",66.62231727999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T09:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:00:00-06:00 Denver,"","","","","","","","","","","","","",62.56175717999999kW,"","","","","","","","","","","","","","",55kWh,""
2021-06-22T10:05:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:15:00-06:00 Denver,"","","","","","","","","","","","","",66.99193622kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:30:00-06:00 Denver,"","","","","","","","","","","","","",65.17298672kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:45:00-06:00 Denver,"","","","","","","","","","","","","",69.81174232kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T10:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:00:00-06:00 Denver,"","","","","","","","","","","","","",67.65973093999999kW,"","","","","","","","","","","","","","",58kWh,""
2021-06-22T11:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:15:00-06:00 Denver,"","","","","","","","","","","","","",71.97657117999998kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:30:00-06:00 Denver,"","","","","","","","","","","","","",61.97778595999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:45:00-06:00 Denver,"","","","","","","","","","","","","",71.95882094kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T11:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:00:00-06:00 Denver,"","","","","","","","","","","","","",71.10756805999999kW,"","","","","","","","","","","","","","",59kWh,""
2021-06-22T12:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:15:00-06:00 Denver,"","","","","","","","","","","","","",51.438387719999994kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:30:00-06:00 Denver,"","","","","","","","","","","","","",44.99387998kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:40:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:45:00-06:00 Denver,"","","","","","","","","","","","","",82.21072392588385kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T12:55:00-06:00 Denver,"","","","","","","","","","","","","",20.762487837651605kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:00:00-06:00 Denver,"","","","","","","","","","","","","",90.24549352999999kW,"","","","","","","","","","","","","","",60kWh,""
2021-06-22T13:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:15:00-06:00 Denver,"","","","","","","","","","","","","",60.53849267999999kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:25:00-06:00 Denver,"","","","","","","","","","","","","",20.85638kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:30:00-06:00 Denver,"","","","","","","","","","","","","",65.90267064kW,"","","","","","","","","","","","","","","",""
2021-06-22T13:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
